date,text,name,label,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Emoji
2014-09-19,immediately leaving f king town all cutting contact abusive degenerate idiotic family all 4 them moving north seattle somewhere near coast either finding way get canadian citizenship setting camp nova scotia i'll mine resources create fortification put 2 mill stocks carefully buy bunch guns mre's slowly create town maybe make cult become multi millionare too,William Atchison,1,1,55,55,30.91,69.09,25.45,7.27,5.45,3.64,0,0,0,1.82,1.82,0,7.27,3.64,0,5.45,1.82,5.45,1.82,0,0,7.27,5.45,0,5.45,1.82,0,0,9.09,5.45,3.64,0,3.64,0,20,3.64,5.45,0,3.64,3.64,1.82,0,1.82,0,0,0,0,0,0,0,0,0,20,5.45,9.09,3.64,3.64,5.45,1.82,1.82,3.64,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0,3.64,0,0,0
1998-06-12,recall history nazis came final solution jewish problem kill all well case haven t figured yet say kill mankind one survive live lies people always saying want live perfect society well utopia doesn t exist human flaws know what fuck it explain survivors half shit say shitheads won t understand woopie fucking do means something say reason killing majority audience won t even understand motives either they ll say ah he s crazy he s insane worthless fuckers die die fuck point people see saying always ones don t ones dumb naïve ignorant plain retarded can t pound every single persons head pointless fuck money fuck justice fuck morals fuck civilized fuck rules fuck laws die manmade words people think apply everything don t can t there s thing true good true evil it s relative observer it s nature chemistry math deal it since dealing seems impossible mankind since,Eric Harris,1,1,150,150,23.33,69.33,20,7.33,2,0,0,0,1.33,0.67,5.33,0,15.33,2,2,13.33,0,3.33,1.33,0,0,4.67,1.33,8.67,12.67,0,0,4,20,5.33,14.67,0.67,12,0.67,20,8,3.33,2,1.33,5.33,0.67,0.67,1.33,4.67,0.67,4,0,8.67,2,0,6.67,0,4.67,0.67,0.67,3.33,1.33,4.67,0,0,0.67,1.33,4,0.67,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-23,actually lengthy video hopefully holds attention throughout i mean see wouldn't still,stair twitter archive,1,1,12,12,50,91.67,50,8.33,8.33,8.33,0,0,0,0,0,0,25,8.33,0,16.67,8.33,25,8.33,0,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,41.67,16.67,0,16.67,8.33,0,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0
2016-08-22,i'm gonna let know i'm gonna kill you i'm going kill you i'm gonna float body brag killed you,stair twitter archive,1,1,19,19,0,89.47,42.11,36.84,36.84,21.05,0,15.79,0,0,0,0,47.37,42.11,0,26.32,15.79,0,0,0,0,0,0,0,15.79,0,0,0,15.79,0,15.79,0,15.79,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,15.79,0,0,0,21.05,0,0,0,0,0,0,0,0,21.05,0,0,0
2017-03-23,gonna mention lousy math kind ran space,stair twitter archive,1,1,7,7,14.29,100,0,0,0,0,0,0,0,0,0,0,28.57,14.29,14.29,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,28.57,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18,there's innocent souls too can't but i'm gonna try there i can't fail her she's counting me,stair twitter archive,1,1,17,17,11.76,94.12,64.71,29.41,29.41,17.65,0,0,11.76,0,0,0,41.18,35.29,0,35.29,5.88,17.65,0,5.88,11.76,0,0,0,11.76,0,0,0,11.76,5.88,5.88,0,0,5.88,5.88,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,0,0,0,5.88,0,0,0,0,29.41,0,0,0,0,0,0,0,0,29.41,0,0,0
2016-08-24,that's okay normal human wanna socialize around either,stair twitter archive,1,1,8,8,12.5,100,50,12.5,0,0,0,0,0,0,12.5,0,12.5,12.5,0,12.5,0,12.5,25,0,0,12.5,0,0,25,0,0,12.5,12.5,12.5,0,0,0,0,50,0,0,25,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0
NaN,comprehensive exams favorite movies include no way out die hard indiana jones clint eastwood s movies single cowboy fights group incorporated bad guys pick little guys cover other s ass believe rights people firearms historically gun rights make possible spread civil rights south times groups civil rights workers north assassinated murdered pro slaver southerners meanwhile local federal authorities reluctant anything it civil rights workers heavily armed ever dare enter south even today privately owned guns practical way individuals minority protect oppression evil organizations majority actually control government legal system private guns make every person equal matter what who he she is also make possible individual fight conspired incorporated organization mafia dirty university of ficials usually ordinary individual weak politically financially oppose giant organization fortunate examples like dr jean dew winning federal case university iowa sexual discrimination really rare success mainly solid income salary m d could bad all support five year court battle university iowa simply neglected complaint first place,Gang Lu,1,1,160,160,35.63,68.13,16.88,4.38,1.25,0,0,0,1.25,0,3.13,0,4.38,1.25,0,3.75,0,4.38,1.25,0.63,0.63,3.75,1.25,0.63,11.88,0,0,4.38,9.38,2.5,6.88,0.63,3.13,0.63,16.88,1.25,3.13,0.63,3.13,1.88,3.13,1.25,0.63,0.63,0,0,0.63,2.5,0.63,1.25,1.25,0,13.75,0.63,6.25,5,10.63,6.25,1.25,0,1.88,0,1.25,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-25,nothing would piss alive messaging someone never getting responses they're posting stuff fuck off,stair twitter archive,1,1,14,14,42.86,85.71,50,14.29,0,0,0,0,0,0,14.29,0,21.43,14.29,0,14.29,7.14,0,7.14,0,14.29,0,0,14.29,21.43,0,0,0,14.29,0,14.29,0,14.29,0,28.57,0,7.14,7.14,7.14,7.14,0,0,0,0,0,0,0,21.43,7.14,7.14,7.14,0,14.29,0,7.14,7.14,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,0
2003-06-02,said grasped situation cibil started cry she struggled bring pipe aitches head something stopping her after failed attempts gave up grey took blood gore encrusted pipe threw aside he knelt beside cibil wrapped brown quilt around her he's dead he's dead grey said trying calm cibil down the she said tear's rolling cheek's grey stood cibil took step's back grabbed shotgun wich leaning houses sheet rock wall next them the fucking cibil said crying greys shoulder sh grey said it's ok he's dead put arm around trying comfort her we've got go now grey turned door it long dead s get inside grey un holstered baretta m9 hip holster handed cibil here there's fifteen shot's there aim head like always cibil nodded grey knelt aitches dead body he quickly un hooked ammo pouch aitches belt hooked onto belt next pouch full of 12 gauge shells grabbed aitches 44 magnum holster pouch filled 44 cartridges grey could hear insidious moans living dead outside they craved meal wich dwelled within house shit grey said door gave in it swung open,Jeffrey Weise,1,1,178,178,17.42,67.98,22.47,9.55,7.3,0,0.56,0,5.62,1.12,2.25,1.12,14.61,3.93,8.99,5.06,0,4.49,6.74,0,0,0.56,2.81,1.12,12.36,0,0,0,5.62,1.69,3.93,1.12,1.12,1.69,5.06,0.56,0,0.56,0.56,0.56,0.56,2.25,0.56,11.24,6.18,3.93,1.12,6.74,5.06,0.56,0.56,0.56,16.85,3.93,7.3,5.62,0.56,2.25,0.56,2.25,0,0,3.37,0.56,0,0.56,5.62,0,0,0,0,0,0,0,0,5.62,0,0,0
NaN,plan them would thrown jail denied chance exact revenge enemies can t imagine hell darker that thankfully wasn t case close apparently someone saw videos became instantly suspicious me called sort health agency called police check me police told mother called them mother told health agency mother watched videos disturbed them don t suppose i ll ever know full truth called police me police interrogated outside minutes asking suicidal thoughts tactfully told misunderstanding finally left demanded search room would ended everything horrible seconds thought over left biggest wave relief swept me scary videos must expressed much anger them immediately took youtube planned reupload days day retribution incident made realize needed extra careful can t let anyone become suspicious me takes one person call,Elliot Rodger,1,1,123,123,28.46,82.93,25.2,11.38,8.13,4.88,0,0,0,3.25,3.25,0,19.51,6.5,11.38,4.88,2.44,2.44,1.63,0,0,2.44,0.81,0.81,17.89,2.44,0,0.81,10.57,3.25,7.32,4.07,3.25,0,22.76,8.13,0.81,3.25,4.88,4.07,1.63,0.81,0,1.63,1.63,0,0,1.63,0,1.63,0,0,16.26,1.63,6.5,8.13,3.25,1.63,2.44,0.81,0.81,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,house like one spending night in could girl want position would make misery i ve go past making important goal life one wish feel satisfied way life is seriously started consider working towards writing epic story always creating stories mind fuel fantasies usually stories depicted someone like rising power life treated unfairly world mentally examined stories developed focused thought would become bestsellers could get one made movie would definitely millionaire solution problems saw highly intelligent magnificent person meant great things could one them spent next couple weeks focusing writing instead working schoolwork class didn t give much homework anyway wrote summaries three different stories think showed two mother seemed think would make good movies increased confidence either wanted write novel first go straight making screenplay spent every afternoon two,Elliot Rodger,1,1,129,129,35.66,87.6,26.36,3.1,1.55,0.78,0,0,0,0.78,1.55,0,24.03,6.98,8.53,10.08,3.1,3.88,1.55,0,0,4.65,6.98,0,10.85,0.78,0,1.55,9.3,6.98,2.33,0.78,0,0.78,33.33,7.75,5.43,8.53,2.33,3.1,0,0,0.78,1.55,0.78,0,0.78,2.33,0,2.33,0,0,14.73,3.1,3.88,6.98,4.65,6.98,3.1,1.55,2.33,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-05,rt goddess one us lost jaded like us sad scared like us trying make way hom,stair twitter archive,1,1,16,16,6.25,81.25,25,18.75,18.75,0,18.75,0,0,0,0,0,12.5,0,6.25,6.25,0,0,0,0,0,0,6.25,0,18.75,0,0,0,25,0,25,6.25,0,12.5,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15,would anything human again to able breathe again to around family again to feel physical pain again,stair twitter archive,1,1,17,17,17.65,100,58.82,5.88,0,0,0,0,0,0,5.88,0,11.76,5.88,0,5.88,5.88,29.41,23.53,0,0,0,0,0,11.76,5.88,0,5.88,5.88,0,5.88,0,0,0,23.53,5.88,0,5.88,5.88,0,0,5.88,0,5.88,0,0,5.88,17.65,5.88,11.76,0,0,29.41,0,5.88,23.53,0,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,equipped perform either angioplasty bypass surgery so serious complication took place would died there give brief explanation terminology used angiography test status coronary arteries catheter inserted vein leg heart ink injected catheter bloodstream coronary arteries simultaneously x ray film shot thus giving clear picture coronary arteries working heart motion angioplasty procedure opening clogged coronary arteries catheter containing small balloon inserted leg vein moved clogged coronary artery balloon inflated thus opening artery that's it whole operation takes less hour next day patient goes home bypass surgery complicated serious operation patient's chest cut open heart stopped patient attached heart lungs machine vein taken patient's leg one end vein sawn aorta end sawn clogged artery thus by passing clogged place many things go wrong complicated operation even everything fine recovery time 30 days doctor st francois hospital best kill passively offer blood clot baster needs applied within,Valery Fabrikant,1,1,144,144,42.36,70.83,11.11,2.78,0,0,0,0,0,0,2.78,0,9.03,1.39,4.17,4.17,0.69,2.08,1.39,0.69,0,3.47,1.39,0,2.78,0,0,0,5.56,2.08,3.47,0,1.39,0,11.11,2.78,2.78,1.39,0,1.39,1.39,0.69,0.69,0.69,0.69,0,0,20.83,14.58,6.25,0,0,15.97,4.86,4.86,6.25,2.08,2.78,2.78,0.69,0,0,1.39,0,0,0,2.08,0,0,0,0,0,0,0,0,2.08,0,0,0
2017-04-20,better believe it,stair twitter archive,1,1,3,3,33.33,100,33.33,33.33,0,0,0,0,0,0,33.33,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-16,old hat come new ones america that's goal now come new insults,stair twitter archive,1,1,12,12,16.67,83.33,25,8.33,0,0,0,0,0,0,8.33,0,25,8.33,0,25,0,8.33,0,0,0,8.33,0,0,8.33,0,0,0,8.33,0,8.33,0,8.33,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,50,16.67,0,33.33,8.33,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0
2017-06-05,two days,stair twitter archive,1,1,2,2,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,it would great god removed vaccines warning lables everything world let natural selection take course fat ugly retarded crippled dumbass stupid fuckheads world would die oh fucking well good guys die to maybe human race actually proud itself world war ii last time bet america proud self beat fuck damn zipperheads nazis came back bombed loosing major battles nuke little piece shit island take cool place called deustchland say cool love german language brute stuff kein mitleid fir die merheit put everyone doom see get past atleast level 1 actually put worlds like thrasher whiskey uac labs und tier would love see fuckheads die nbk love it sometime april v get revenge kick natural selection notches armed following terroist bag full noisey crickets noisey crickets strapped wd40 cans pipe bombs shit load shrapnel fire bombs chlorine gas bombs smoke bombs fire arms arent sure yet hopefully v 3 plenty ammo it thats another thing ill fuck around shotgun shells,Eric Harris,1,1,159,159,25.79,63.52,16.98,5.66,0,0,0,0,0,0,5.66,0,11.95,3.77,1.26,8.18,1.89,5.03,1.26,0,0.63,4.4,1.89,4.4,6.92,0,0,1.89,15.72,7.55,8.18,0,7.55,0.63,6.92,0,0,2.52,2.52,1.26,0,1.26,0.63,4.4,1.26,0.63,2.52,8.18,2.52,1.26,3.77,1.89,12.58,3.14,5.03,4.4,0.63,1.89,0.63,0,0.63,1.26,3.14,1.89,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-13,slowly waits confirmation someone tried it,stair twitter archive,1,1,6,6,33.33,83.33,33.33,33.33,0,0,0,0,0,0,33.33,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,33.33,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15,green bay take conference championship tickets even want try punch next week,stair twitter archive,1,1,12,12,25,83.33,8.33,0,0,0,0,0,0,0,0,0,25,0,0,25,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,16.67,0,0,16.67,16.67,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,this room room made enthusiastic moving house father soumaya thought moving best solution new baby would get room close them would much bigger downstairs room moved downstairs room slowly agreed sensible thing do new room twice size old one still bathroom also hallway led it technically whole bottom floor three story house myself bad thing would get scared walk stairs night it s dark light switch bottom stairs i ve always afraid dark soumaya gave birth newborn baby boy named jazz happened father s week father soumaya hospital alex bubenheim picked us school stayed house afternoons occurred three days finally day birth father showed announce birth jazz little celebration song jessie s girl played alex s sound system whenever heard song future would always think day exciting day actually brother hard believe technically,Elliot Rodger,1,1,133,133,20.3,80.45,18.8,6.77,3.01,1.5,0.75,0,0,0.75,3.76,0,13.53,3.76,6.77,3.76,3.01,3.01,0,1.5,0,2.26,3.01,0,12.03,3.76,0,3.76,6.02,3.76,2.26,1.5,0,0,10.53,3.01,2.26,3.01,0,1.5,0,0.75,0,4.51,0,3.01,0.75,0.75,0,0.75,0,0,30.08,3.76,10.53,15.04,0.75,2.26,5.26,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01,because i mean honestly what's point growing old weak 14 30 best years die thank later,stair twitter archive,1,1,16,16,18.75,100,25,12.5,6.25,6.25,0,0,0,0,6.25,0,18.75,6.25,0,18.75,0,0,0,6.25,0,6.25,12.5,0,0,0,0,0,25,18.75,6.25,0,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,31.25,6.25,6.25,18.75,0,6.25,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0
2017-05-12,check newest additions ghost squad backstories traits egs wiki,stair twitter archive,1,1,9,9,22.22,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-28,fuck guys chicks imtotallysexist egs,stair twitter archive,1,1,5,5,20,40,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,20,20,0,0,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-21,got lots friends come go,stair twitter archive,1,1,5,5,20,100,20,0,0,0,0,0,0,0,0,0,60,0,20,40,0,0,0,0,0,20,0,0,20,0,20,0,20,20,0,0,0,0,40,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-14,need mass school shootings fuckers need step game body count totals,stair twitter archive,1,1,11,11,18.18,72.73,0,0,0,0,0,0,0,0,0,0,18.18,0,0,18.18,0,0,0,0,0,0,0,9.09,9.09,0,0,0,9.09,0,9.09,0,9.09,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,18.18,9.09,0,9.09,0,18.18,9.09,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-15,think they're smart desperate know law always wins they've shot before ignore death wages sin some day they'll go together they'll bury side side it'll grief law relief death bonnie clyde mood emptyness music tiamat whatever hurts,Kimveer Gill,1,1,37,37,10.81,89.19,21.62,13.51,8.11,0,0,0,0,8.11,5.41,0,21.62,13.51,0,13.51,8.11,0,2.7,0,0,2.7,0,0,10.81,0,0,0,27.03,8.11,16.22,2.7,0,8.11,18.92,5.41,0,0,2.7,8.11,2.7,0,0,2.7,0,2.7,0,0,0,0,0,0,21.62,2.7,10.81,8.11,2.7,2.7,2.7,0,2.7,5.41,10.81,0,0,0,13.51,0,0,0,0,0,0,0,0,13.51,0,0,0
2017-05-20,well mainly they're western i'm stereotypical,stair twitter archive,1,1,6,6,33.33,83.33,50,16.67,16.67,16.67,0,0,0,0,0,0,33.33,33.33,0,33.33,0,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0
NaN,hello everyone words wisdom reb page explains various things world annoy shit outa me god love freedom speech keep mind point views may may reflect anyone else swear lot page fuck pussy cant handle little god damn bed language heechese get started know hate when im walking around mall slow shit person walking front mel godamnit im tryin get somewhere move loose bitches know hate when group assholes standing middle hallway walkway standing talking blocking fucking way get fuck outa way ill bring friggin sawed off shotgun house blow snotty ass head off know hate when people dont watch fucking going plow say oops sorry watch it nya next time happens rip 2 damn ribs shove om fuckin eye balls know love when rich ass stuck piece shit white trash person gets car wreck brand new car know,Eric Harris,1,1,138,138,18.12,79.71,16.67,5.8,2.17,2.17,0,0,0,0,3.62,0,20.29,4.35,1.45,17.39,1.45,3.62,2.17,2.9,1.45,4.35,0.72,10.87,10.14,0,0,2.17,15.94,3.62,12.32,0,11.59,0,12.32,5.07,0,0,3.62,0,1.45,0.72,0,5.8,3.62,1.45,0.72,12.32,6.52,0.72,7.25,0,19.57,5.8,5.8,6.52,0,0,0.72,1.45,0.72,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-28,february going huge month us every week leading spring going groundbreaking future buckle up egs,stair twitter archive,1,1,15,15,20,86.67,20,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,13.33,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,73.33,20,20,33.33,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,really don t give good god damn think right wrong acceptable isn t nice don t fucking care shutup die,Eric Harris,1,1,20,20,10,65,5,0,0,0,0,0,0,0,0,0,15,0,0,15,0,5,0,0,0,0,0,10,5,0,0,0,35,20,15,0,10,0,15,10,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-02,you're never good mood you sidney secor egs sidneysecor celestareynolds,stair twitter archive,1,1,10,10,20,50,30,20,20,0,0,20,0,0,0,0,10,10,0,10,0,0,0,0,10,0,0,0,20,0,0,0,20,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
NaN,take guns away would kill hammer better leave alone decided delay final decision till monday august 24 1992 call morning secretary judge bishop ask whether arranged delay hearing yes everything fine nothing done no ask whether judge bishop coming testify again yes would indication respect due process since considered defense perfect would prepared face court judge bishop coming court testify would clear indication dr hogben's threats real even case yet prepared execute plan appealed earlier university community asking come courthouse august 25 1 sure many scientists come support me judge would dare put jail morning august 24 1992 1 came office made phone call secretary judge bishop result worse expected judge bishop coming secretary even bother inform subpoena clear lawlessness ruled court noticed desk copy document granting 1000 travel expenses,Valery Fabrikant,1,1,130,130,31.54,75.38,15.38,1.54,0.77,0.77,0,0,0,0,0.77,0,10.77,4.62,2.31,4.62,3.85,3.08,2.31,2.31,1.54,0.77,6.15,0,7.69,0,0,0,9.23,4.62,4.62,0,3.08,0.77,21.54,3.85,2.31,4.62,0,4.62,2.31,2.31,1.54,0.77,0,0.77,0,1.54,0.77,0.77,0,0,18.46,6.92,0.77,10.77,5.38,2.31,0.77,0,0.77,3.85,0.77,1.54,0,0,0.77,0,0,0,0,0,0,0,0,0.77,0,0,0
2016-11-30,nothing lasts forever time come,stair twitter archive,1,1,5,5,40,100,20,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,80,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-27,internet went out people would go psycho kill eachother hang mutilated corpses town's bridges,William Atchison,1,1,14,14,35.71,57.14,14.29,0,0,0,0,0,0,0,0,0,21.43,7.14,7.14,7.14,7.14,0,7.14,0,0,0,0,0,7.14,0,0,7.14,7.14,0,7.14,0,7.14,0,14.29,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,28.57,21.43,7.14,0,0,0,0,0,0,0,14.29,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,0
2017-02-27,would believe told i've repeat last hour two,stair twitter archive,1,1,8,8,12.5,100,37.5,12.5,12.5,12.5,0,0,0,0,0,0,50,25,12.5,25,12.5,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,25,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0
2017-05-01,barring anything going wrong intricate animated video date digital release new classic stuff all free,stair twitter archive,1,1,15,15,46.67,60,20,13.33,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,13.33,6.67,6.67,0,0,0,13.33,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,20,6.67,0,13.33,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-25,six year old could see that six year old could see writing six year old could read lines,stair twitter archive,1,1,18,18,5.56,94.44,38.89,5.56,0,0,0,0,0,0,5.56,0,27.78,16.67,0,11.11,0,0,0,0,0,0,16.67,0,5.56,0,0,0,0,0,0,0,0,0,22.22,0,0,16.67,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,33.33,0,0,33.33,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-07,awesome,stair twitter archive,1,1,1,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-16,wish,stair twitter archive,1,1,1,1,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-15,NaN,stair twitter archive,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-06,rt better turn shit around second half win ne i'll blow faces off,stair twitter archive,1,1,13,13,0,76.92,38.46,7.69,7.69,7.69,0,0,0,0,0,0,15.38,7.69,0,7.69,7.69,7.69,15.38,0,0,0,15.38,7.69,0,0,0,0,23.08,15.38,7.69,0,7.69,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,15.38,15.38,0,0,0,15.38,0,15.38,0,0,15.38,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0
